"riskFactor.kcd","disease.kcd","RR","pValue","pFdr","riskFactor.eng","disease.eng","age"
"C16","Z51",4.49265049118052,1.60163882684367e-53,4.3225028658857e-48,"Malignant neoplasm of stomach","Persons encountering health services for other medical carether medical care",10
"C16","E88",4.8693953026417,5.83174135493406e-73,1.5738703568696e-67,"Malignant neoplasm of stomach","Other metabolic disorders",NA
"C16","E46",6.25221698079964,1.70937787118469e-90,4.61326899875324e-85,"Malignant neoplasm of stomach","Unspecified protein-energy malnutrition",NA
"C16","L89",4.69204663962094,1.35988416435525e-97,3.67005538276194e-92,"Malignant neoplasm of stomach","Decubitus ulcer and pressure area",NA
"G03","B01",4.102321203912,1.48043414532345e-163,3.99539567139892e-158,"Meningitis due to other and unspecified causes","Varicella[chickenpox]",NA
"G03","A87",4.22563087550119,5.93924256994081e-23,1.60288278477563e-17,"Meningitis due to other and unspecified causes","Viral meningitis",NA
"G03","M92",5.25708341565187,1.00403996340622e-65,2.70970305324072e-60,"Meningitis due to other and unspecified causes","Other juvenile osteochondrosis",NA
"G03","K00",4.70797680928412,6.18939250189633e-23,1.67039324841178e-17,"Meningitis due to other and unspecified causes","Disorders of tooth development and eruption",NA
"R81","E14",4.01320229802421,0,0,"Glycosuria","Unspecified diabetes mellitus",7
"R81","H36",6.00920501351714,0,0,"Glycosuria","Retinal disorders in diseases classified elsewhere",8
"R81","E10",7.99806806805419,0,0,"Glycosuria","Type 1 diabetes mellitus",11
"R81","I69",4.06440586001085,8.6604584996931e-143,2.33728453989717e-137,"Glycosuria","Sequelae of cerebrovascular disease",NA
"R81","Z96",4.1912884126859,1.09874622053854e-187,2.96529629998942e-182,"Glycosuria","Presence of other functional implants",NA
"R81","G63",6.49020788887583,0,0,"Glycosuria","Polyneuropathy in diseases classified elsewhere",9
"R81","I13",4.59728613718544,1.61086163710937e-55,4.34739338623077e-50,"Glycosuria","Hypertensive heart and renal disease",NA
"R81","G81",4.11118226342148,1.04752823327074e-68,2.82706919595107e-63,"Glycosuria","Hemiplegia",NA
"R81","E13",7.3253767763287,3.57427043811217e-295,9.64624105837713e-290,"Glycosuria","Other specified diabetes mellitus",11
"R81","N18",5.20730842348282,4.21350803604043e-93,1.13714154876659e-87,"Glycosuria","Chronic kidney disease",NA
"R81","I74",4.44618111496344,3.58342825198751e-76,9.6709561664639e-71,"Glycosuria","Arterial embolism and thrombosis",NA
"R81","D63",4.46225505646765,8.39744951201511e-49,2.26630367430264e-43,"Glycosuria","Anaemia in chronic diseases classified elsewhere",NA
"R81","N08",5.51920942008605,7.61960474080681e-88,2.05637892744894e-82,"Glycosuria","Glomerular disorders in diseases classified elsewhere",10
"R81","H34",4.05717124001817,2.32771510001639e-36,6.28203751192425e-31,"Glycosuria","Retinal vascular occlusions",NA
"R81","G20",5.44661782288436,6.50853547485688e-60,1.75652355395437e-54,"Glycosuria","Parkinson’s disease",16
"R81","E12",8.92876629681652,2.12473440854288e-45,5.73423322177552e-40,"Glycosuria","Malnutrition-related diabetes mellitus",14
"R81","N17",4.18648962861536,1.82099300932113e-66,4.91449593355587e-61,"Glycosuria","Acute renal failure",NA
"R81","E88",4.01090872596447,2.45334678289757e-47,6.62109229768395e-42,"Glycosuria","Other metabolic disorders",NA
"R81","L89",4.82985612425596,3.63794822915045e-104,9.81809468083122e-99,"Glycosuria","Decubitus ulcer and pressure area",NA
"O86","Z34",4.62791785824878,6.90189292757104e-100,1.86268286329287e-94,"Other puerperal infections","Supervision of normal pregnancy",NA
"O86","N73",4.22792737329854,0,0,"Other puerperal infections","Other female pelvic inflammatory diseases",NA
"O86","N71",4.1703402549641,2.65785539404464e-282,7.17302013744767e-277,"Other puerperal infections","Inflammatory disease of uterus, except cervix",NA
"O86","Z30",4.29809318785244,2.54901911690429e-161,6.87929279270129e-156,"Other puerperal infections","Contraceptive management",NA
"O86","N86",4.01860083757551,9.56679643968018e-158,2.58188702314089e-152,"Other puerperal infections","Erosion and ectropion of cervix uteri",NA
"O86","Z39",4.18670444988116,2.94565167832044e-181,7.94972474945119e-176,"Other puerperal infections","Postpartum care and examination",NA
"O86","O99",4.6345283598835,1.178902836132e-155,3.18162297415303e-150,"Other puerperal infections","Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",NA
"O86","O20",4.60298035230464,1.98739145894889e-111,5.36357206941127e-106,"Other puerperal infections","Haemorrhage in early pregnancy",NA
"O86","Z32",4.10268398268398,1.24704849253556e-63,3.36553447165498e-58,"Other puerperal infections","Pregnancy examination and test",NA
"O86","N61",5.56416356685287,1.83966377433958e-103,4.96488459418766e-98,"Other puerperal infections","Inflammatory disorders of breast",NA
"O86","O34",6.92609000260074,1.50391395377151e-140,4.05876297843854e-135,"Other puerperal infections","Maternal care for known or suspected abnormality of pelvic organs",NA
"O86","O21",4.18231794086703,2.30356831013906e-47,6.21687015540331e-42,"Other puerperal infections","Excessive vomiting in pregnancy",NA
"O86","O92",6.81414948473474,5.53797797549968e-82,1.49458949602785e-76,"Other puerperal infections","Other disorders of breast and lactation associated with childbirth",NA
"K72","C22",4.16508704860242,1.08493410362072e-82,2.92802015885161e-77,"Hepatic failure, NEC","Malignant neoplasm of liver and intrahepatic bile ducts",15
"K72","A41",4.06837776874904,1.88095930632948e-53,5.076332975922e-48,"Hepatic failure, NEC","Other sepsis",11
"K72","R18",6.33576450935645,1.53114886777344e-84,4.13226456434695e-79,"Hepatic failure, NEC","Ascites",11
"K72","E88",4.2510682092317,2.58114348214586e-51,6.96599002961523e-46,"Hepatic failure, NEC","Other metabolic disorders",11
"N04","N05",4.55394535546761,8.2924379575283e-84,2.23796315597774e-78,"Nephrotic syndrome","Unspecified nephritic syndrome",6
"N04","I15",5.69988441954032,7.89350139816242e-83,2.13029815733607e-77,"Nephrotic syndrome","Secondary hypertension",13
"N04","N18",6.48584530239551,3.57890194857838e-139,9.65874057882335e-134,"Nephrotic syndrome","Chronic kidney disease",6
"N04","I12",8.32432083050277,5.82211291071485e-143,1.57127183234373e-137,"Nephrotic syndrome","Hypertensive renal disease",12
"N04","D63",4.42834769429458,7.33567757468407e-47,1.97975266385574e-41,"Nephrotic syndrome","Anaemia in chronic diseases classified elsewhere",NA
"N04","N08",5.43209760650658,8.70686486815825e-82,2.34980869061855e-76,"Nephrotic syndrome","Glomerular disorders in diseases classified elsewhere",11
"N04","N03",6.40208107747341,1.854731340034e-90,5.00554894048377e-85,"Nephrotic syndrome","Chronic nephritic syndrome",6
"J46","J12",4.01846756098005,3.92956184668016e-24,1.06051015118204e-18,"Status asthmaticus","Viral pneumonia, NEC",NA
"J46","J43",4.59926467188599,8.11628248806779e-58,2.19042231787973e-52,"Status asthmaticus","Emphysema",13
"J46","J16",5.81304505813953,5.33948856674309e-29,1.44102117439262e-23,"Status asthmaticus","Pneumonia due to other infectious organisms, NEC",NA
"N05","N18",4.94723890401789,7.84516647478095e-79,2.11725352821388e-73,"Unspecified nephritic syndrome","Chronic kidney disease",10
"N05","I12",5.57905106244737,1.74555298980734e-64,4.71089840889204e-59,"Unspecified nephritic syndrome","Hypertensive renal disease",11
"N05","N03",4.1103852894522,8.56932507643885e-35,2.31268945162932e-29,"Unspecified nephritic syndrome","Chronic nephritic syndrome",NA
"G54","G57",4.1988161711414,5.13571012963111e-146,1.38602544978484e-140,"Nerve root and plexus disorders","Mononeuropathies of lower limb",8
"G54","M45",4.54459376986935,1.13545332354553e-51,3.06436142958467e-46,"Nerve root and plexus disorders","Ankylosing spondylitis",NA
"G54","M80",4.78146883185702,1.73975015276087e-131,4.69523771227104e-126,"Nerve root and plexus disorders","Osteoporosis with pathological fracture",NA
"G54","G55",4.6414212295544,3.50886368651545e-128,9.46972131716791e-123,"Nerve root and plexus disorders","Nerve root and plexus compressions in diseases classified elsewhere",9
"G54","M49",4.91612188345357,8.24971951076241e-70,2.22643430156456e-64,"Nerve root and plexus disorders","Spondylopathies in diseases classified elsewhere",13
"R73","E12",4.53521008751382,2.49032892945944e-12,6.72089971482514e-07,"Elevated blood glucose level","Malnutrition-related diabetes mellitus",NA
"A87","G03",5.16506214279651,4.2592313644228e-56,1.14948136063042e-50,"Viral meningitis","Meningitis due to other and unspecified causes",NA
"A87","B26",4.40983698840842,4.31707088523289e-38,1.16509109050665e-32,"Viral meningitis","Mumps",NA
"A87","M92",4.95306127798831,5.59135991175801e-55,1.50899621298525e-49,"Viral meningitis","Other juvenile osteochondrosis",NA
"N83","N73",4.16239469882029,0,0,"Noninflammatory disorders of ovary, fallopian tube and broad ligament","Other female pelvic inflammatory diseases",NA
"N83","N64",4.07935407986023,0,0,"Noninflammatory disorders of ovary, fallopian tube and broad ligament","Other disorders of breast",NA
"N83","O82",4.04964434536129,1.13099300459267e-107,3.0523239207947e-102,"Noninflammatory disorders of ovary, fallopian tube and broad ligament","Single delivery by caesarean section",NA
"N83","N60",4.31563503555543,1.45418128625558e-161,3.92454445534655e-156,"Noninflammatory disorders of ovary, fallopian tube and broad ligament","Benign mammary dysplasia",NA
"N83","N70",4.63025106564259,1.2641905994812e-82,3.41179758987986e-77,"Noninflammatory disorders of ovary, fallopian tube and broad ligament","Salpingitis and oophoritis",NA
"N83","N97",4.59096145335696,1.05330400394968e-98,2.8426568458594e-93,"Noninflammatory disorders of ovary, fallopian tube and broad ligament","Female infertility",9
"N83","N80",5.49235628107833,1.34954071169578e-121,3.64214047272458e-116,"Noninflammatory disorders of ovary, fallopian tube and broad ligament","Endometriosis",NA
"N83","D27",7.21401468418429,4.98781970861514e-254,1.34611278296105e-248,"Noninflammatory disorders of ovary, fallopian tube and broad ligament","Benign neoplasm of ovary",NA
"N83","E28",4.74954805198194,1.13434724340672e-63,3.06137634050606e-58,"Noninflammatory disorders of ovary, fallopian tube and broad ligament","Ovarian dysfunction",NA
"N83","O92",4.19709589609578,3.02284598949618e-29,8.15805675645229e-24,"Noninflammatory disorders of ovary, fallopian tube and broad ligament","Other disorders of breast and lactation associated with childbirth",NA
"R35","R32",4.31933310358918,7.90797194503988e-69,2.13420346852736e-63,"Polyuria","Unspecified urinary incontinence",8
"F20","G40",6.07083424122789,0,0,"Schizophrenia","Epilepsy",5
"F20","R56",4.24883842622209,7.05286273865183e-78,1.90342659590736e-72,"Schizophrenia","Convulsions, NEC",5
"F20","F33",4.77895878194855,1.17532389015052e-86,3.17196411473821e-81,"Schizophrenia","Recurrent depressive disorder",6
"F20","G25",5.90765183508914,7.12616444496878e-205,1.92320926040817e-199,"Schizophrenia","Other extrapyramidal and movement disorders",5
"F20","G20",7.514233616484,8.56885517921941e-102,2.31256263576774e-96,"Schizophrenia","Parkinson’s disease",5
"F20","F31",20.4366498622058,0,0,"Schizophrenia","Bipolar affective disorder",7
"B09","B08",8.5711780827542,0,0,"Unspecified viral infection characterized by skin and mucous membrane lesions","Other viral infections characterized by skin and mucous membrane lesions, NEC",NA
"B09","B01",8.55880315895229,0,0,"Unspecified viral infection characterized by skin and mucous membrane lesions","Varicella[chickenpox]",NA
"B09","H50",4.23819119988021,1.98127957728434e-125,5.34707732317498e-120,"Unspecified viral infection characterized by skin and mucous membrane lesions","Other strabismus",NA
"B09","J05",4.23545521215192,6.35700305526134e-105,1.71562798455393e-99,"Unspecified viral infection characterized by skin and mucous membrane lesions","Acute obstructive laryngitis [croup] and epiglottitis",NA
"B09","L22",6.74949624047879,3.87952142779943e-60,1.04700524293451e-54,"Unspecified viral infection characterized by skin and mucous membrane lesions","Diaper [napkin] dermatitis",NA
"B09","N48",4.38928808533988,8.31661259131404e-100,2.24448740614383e-94,"Unspecified viral infection characterized by skin and mucous membrane lesions","Other disorders of penis",NA
"B09","G03",4.16480945952513,5.10851946686828e-35,1.37868723371841e-29,"Unspecified viral infection characterized by skin and mucous membrane lesions","Meningitis due to other and unspecified causes",NA
"B09","A87",6.11597008771575,1.87658176180791e-47,5.0645188587672e-42,"Unspecified viral infection characterized by skin and mucous membrane lesions","Viral meningitis",NA
"B09","B26",4.24236397243434,5.27040325123126e-33,1.42237642944229e-27,"Unspecified viral infection characterized by skin and mucous membrane lesions","Mumps",NA
"B09","M92",4.7921813147713,1.81434243760388e-48,4.89654737060535e-43,"Unspecified viral infection characterized by skin and mucous membrane lesions","Other juvenile osteochondrosis",NA
"Z00","E12",8.64428617272479,3.01373955989217e-38,8.13348032423698e-33,"General examination and investigation of persons without complaint and reported diagnosis","Malnutrition-related diabetes mellitus",NA
"N02","N18",4.45553418748122,2.05683416718026e-57,5.55098405038609e-52,"Recurrent and persistent haematuria","Chronic kidney disease",13
"N02","I12",5.0658379663546,7.04890730705866e-49,1.90235910402899e-43,"Recurrent and persistent haematuria","Hypertensive renal disease",NA
"N02","N03",5.46341942887067,1.32046032485324e-58,3.56365832471393e-53,"Recurrent and persistent haematuria","Chronic nephritic syndrome",3
"G81","I63",6.90851017545908,0,0,"Hemiplegia","Cerebral infarction",11
"G81","G40",5.47557608633875,3.18527670125931e-241,8.59642476135861e-236,"Hemiplegia","Epilepsy",10
"G81","I69",14.4238706744892,0,0,"Hemiplegia","Sequelae of cerebrovascular disease",11
"G81","I21",4.07656654293335,3.66837901722289e-96,9.90022129168115e-91,"Hemiplegia","Acute myocardial infarction",NA
"G81","F20",4.20747513993669,3.93921638709495e-34,1.06311571854918e-28,"Hemiplegia","Schizophrenia",NA
"G81","A41",7.79475399456974,2.01238175641126e-193,5.4310158842027e-188,"Hemiplegia","Other sepsis",12
"G81","N18",4.8210633622891,1.36844644049759e-68,3.6931632536149e-63,"Hemiplegia","Chronic kidney disease",12
"G81","J90",4.79411447078268,6.54719855638333e-89,1.76695794639673e-83,"Hemiplegia","Pleural effusion, NEC",11
"G81","I61",8.30186465832331,9.20908774855854e-134,2.48534860158098e-128,"Hemiplegia","Intracerebral haemorrhage",12
"G81","E44",4.2741568586348,5.02989396003377e-47,1.35746778193391e-41,"Hemiplegia","Protein-energy malnutrition of moderate and mild degree",NA
"G81","S72",6.32498608822438,5.32172493482191e-102,1.43622712540974e-96,"Hemiplegia","Fracture of femur",12
"G81","G20",6.63166853908347,3.5860243732894e-76,9.67796257863343e-71,"Hemiplegia","Parkinson’s disease",NA
"G81","E88",4.92512037121777,1.83645723260578e-64,4.95623077935649e-59,"Hemiplegia","Other metabolic disorders",NA
"G81","E46",4.20979454811514,3.67720983640858e-34,9.92405390649948e-29,"Hemiplegia","Unspecified protein-energy malnutrition",NA
"G81","L89",12.5244132265258,0,0,"Hemiplegia","Decubitus ulcer and pressure area",13
"G81","I64",13.9211087302486,0,0,"Hemiplegia","Stroke, not specified as haemorrhage or infarction",13
"B66","C61",4.37654971547141,1.61310576745304e-66,4.35344984520226e-61,"Other fluke infections","Malignant neoplasm of prostate",NA
"J98","J43",4.64497546056694,8.55776422248041e-52,2.30956940836301e-46,"Other respiratory disorders","Emphysema",NA
"J98","B90",5.62196008012723,5.43606533950113e-71,1.46708531382456e-65,"Other respiratory disorders","Sequelae of tuberculosis",13
"J98","E46",4.21237151392186,9.81762018470303e-34,2.64957933544765e-28,"Other respiratory disorders","Unspecified protein-energy malnutrition",NA
"J12","B08",4.82691099019189,5.02032354684349e-207,1.35488491882212e-201,"Viral pneumonia, NEC","Other viral infections characterized by skin and mucous membrane lesions, NEC",NA
"J12","B01",5.59309282210755,7.09144234606444e-291,1.91383846035587e-285,"Viral pneumonia, NEC","Varicella[chickenpox]",NA
"J12","G03",4.74817546369745,3.4727943565129e-44,9.37237740935702e-39,"Viral pneumonia, NEC","Meningitis due to other and unspecified causes",NA
"J12","A87",4.69300632168392,1.18982472153154e-25,3.21109895846931e-20,"Viral pneumonia, NEC","Viral meningitis",NA
"J12","J16",5.80965867033979,1.17810602050288e-25,3.17947252813316e-20,"Viral pneumonia, NEC","Pneumonia due to other infectious organisms, NEC",1
"D13","C16",4.31974583383287,2.31269669689843e-48,6.24150584558948e-43,"Benign neoplasm of other and ill-defined parts of digestive system","Malignant neoplasm of stomach",NA
"D13","C79",4.32242197942246,2.50091229304717e-37,6.7494620964757e-32,"Benign neoplasm of other and ill-defined parts of digestive system","Secondary malignant neoplasm of other and unspecified sites",NA
"D13","R18",4.63640124434733,2.07725503154143e-42,5.60609587912402e-37,"Benign neoplasm of other and ill-defined parts of digestive system","Ascites",NA
"D13","E44",4.44868618982648,1.33556234739116e-50,3.60441566313927e-45,"Benign neoplasm of other and ill-defined parts of digestive system","Protein-energy malnutrition of moderate and mild degree",NA
"D13","G20",4.30544629460694,8.44374228256932e-31,2.27879716721981e-25,"Benign neoplasm of other and ill-defined parts of digestive system","Parkinson’s disease",NA
"E13","E14",5.06451059598533,0,0,"Other specified diabetes mellitus","Unspecified diabetes mellitus",8
"E13","H25",4.42972352313377,0,0,"Other specified diabetes mellitus","Senile cataract",NA
"E13","I11",4.72975873303516,2.4207494976832e-294,6.53311874434741e-289,"Other specified diabetes mellitus","Hypertensive heart disease",8
"E13","I63",4.9392249389955,0,0,"Other specified diabetes mellitus","Cerebral infarction",NA
"E13","I25",4.66217114817339,5.65223676512887e-250,1.52542565817298e-244,"Other specified diabetes mellitus","Chronic ischaemic heart disease",NA
"E13","I50",4.62298598312445,2.73854828976482e-183,7.39079412441729e-178,"Other specified diabetes mellitus","Heart failure",NA
"E13","H26",4.36182738030575,1.480724672912e-238,3.99617974725492e-233,"Other specified diabetes mellitus","Other cataract",NA
"E13","H36",9.26716763406831,0,0,"Other specified diabetes mellitus","Retinal disorders in diseases classified elsewhere",12
"E13","E10",11.6057457779124,0,0,"Other specified diabetes mellitus","Type 1 diabetes mellitus",12
"E13","I70",5.12825471759642,0,0,"Other specified diabetes mellitus","Atherosclerosis",NA
"E13","I69",5.1178129706644,6.34198209839268e-200,1.71157412871422e-194,"Other specified diabetes mellitus","Sequelae of cerebrovascular disease",NA
"E13","I21",4.45318304630281,4.18698957714053e-117,1.12998474707869e-111,"Other specified diabetes mellitus","Acute myocardial infarction",NA
"E13","M80",4.22495883054308,3.49756406636986e-84,9.43922590231899e-79,"Other specified diabetes mellitus","Osteoporosis with pathological fracture",NA
"E13","Z96",4.63586836115902,1.38841689163753e-196,3.74705950715136e-191,"Other specified diabetes mellitus","Presence of other functional implants",NA
"E13","G63",9.76956392054541,0,0,"Other specified diabetes mellitus","Polyneuropathy in diseases classified elsewhere",12
"E13","I13",6.22083418980733,1.02881331607265e-85,2.77656137741688e-80,"Other specified diabetes mellitus","Hypertensive heart and renal disease",10
"E13","R81",5.04206302271611,2.64235475396859e-171,7.13118701001042e-166,"Other specified diabetes mellitus","Glycosuria",NA
"E13","G81",4.74724084681269,1.09523953321872e-78,2.95583245225068e-73,"Other specified diabetes mellitus","Hemiplegia",NA
"E13","I15",6.38203996176779,8.00982941534793e-89,2.1616927626141e-83,"Other specified diabetes mellitus","Secondary hypertension",11
"E13","A41",4.80182580496534,6.68232521675602e-68,1.80342592949812e-62,"Other specified diabetes mellitus","Other sepsis",12
"E13","N18",7.51416585852901,2.90561208310405e-163,7.84166588988122e-158,"Other specified diabetes mellitus","Chronic kidney disease",10
"E13","J90",4.71382363976949,1.29237404867148e-82,3.4878590825546e-77,"Other specified diabetes mellitus","Pleural effusion, NEC",NA
"E13","I12",7.34652034212789,2.30634972163865e-98,6.22437662875839e-93,"Other specified diabetes mellitus","Hypertensive renal disease",11
"E13","I74",6.00753456394825,1.75199396561369e-120,4.72828131439821e-115,"Other specified diabetes mellitus","Arterial embolism and thrombosis",NA
"E13","D63",5.13369263432958,1.03062411937572e-54,2.78144837337118e-49,"Other specified diabetes mellitus","Anaemia in chronic diseases classified elsewhere",NA
"E13","N08",10.0977028281939,1.16135156808882e-236,3.13425561195811e-231,"Other specified diabetes mellitus","Glomerular disorders in diseases classified elsewhere",10
"E13","H27",4.33470524349529,9.08330221614712e-25,2.45140160209378e-19,"Other specified diabetes mellitus","Other disorders of lens",NA
"E13","S72",5.5580475701845,2.62082702505848e-74,7.07308797522783e-69,"Other specified diabetes mellitus","Fracture of femur",NA
"E13","H34",4.10304498067573,8.37806452109301e-31,2.26107205295258e-25,"Other specified diabetes mellitus","Retinal vascular occlusions",NA
"E13","G20",6.09261828471747,2.33578387314324e-62,6.30381351683898e-57,"Other specified diabetes mellitus","Parkinson’s disease",NA
"E13","E12",9.93646589705497,2.18963833059039e-45,5.90939592659735e-40,"Other specified diabetes mellitus","Malnutrition-related diabetes mellitus",14
"E13","N17",5.14352902821726,3.02333058400665e-87,8.15936458011714e-82,"Other specified diabetes mellitus","Acute renal failure",12
"E13","L89",6.95491535270541,2.69578581555298e-187,7.27538675901438e-182,"Other specified diabetes mellitus","Decubitus ulcer and pressure area",12
"E13","I64",6.42949233665832,3.55742579272218e-77,9.60078072939862e-72,"Other specified diabetes mellitus","Stroke, not specified as haemorrhage or infarction",NA
"I47","I48",5.6553578657636,6.08825119228766e-148,1.64309723177459e-142,"Paroxysmal tachycardia","Atrial fibrillation and flutter",9
"I47","I74",4.11910685944485,5.26058110605833e-52,1.41972562890302e-46,"Paroxysmal tachycardia","Arterial embolism and thrombosis",NA
"N80","N95",4.52234875506017,0,0,"Endometriosis","Menopausal and other perimenopausal disorders",NA
"N80","N64",4.27752600654666,0,0,"Endometriosis","Other disorders of breast",NA
"N80","D25",5.60916817491359,9.70282554129752e-280,2.61859855708538e-274,"Endometriosis","Leiomyoma of uterus",NA
"N80","N60",4.63520136844678,2.74763509612841e-163,7.41531759743135e-158,"Endometriosis","Benign mammary dysplasia",NA
"N80","D24",4.49994390592103,1.09076615960554e-171,2.94375971154343e-166,"Endometriosis","Benign neoplasm of breast",NA
"N80","N70",4.47849497400135,2.27625263584368e-67,6.14315061361493e-62,"Endometriosis","Salpingitis and oophoritis",NA
"N80","N83",5.35458116944925,3.05923675502202e-133,8.25626815445344e-128,"Endometriosis","Noninflammatory disorders of ovary, fallopian tube and broad ligament",NA
"N80","D27",4.78412810215722,7.0807858685027e-95,1.91096249019151e-89,"Endometriosis","Benign neoplasm of ovary",NA
"N80","N85",4.44195920619049,1.46480719136353e-57,3.95322164805189e-52,"Endometriosis","Other noninflammatory disorders of uterus, except cervix",NA
"N80","N63",5.32810912796106,1.52066816475861e-131,4.10397924305054e-126,"Endometriosis","Unspecified lump in breast",NA
"N80","E22",4.14518662858874,6.9694349882126e-24,1.88091111461882e-18,"Endometriosis","Hyperfunction of pituitary gland",NA
"N80","E28",5.69335604034572,3.69284457583886e-80,9.9662489412739e-75,"Endometriosis","Ovarian dysfunction",NA
"D27","N73",4.17341324365895,1.11460112359794e-301,3.00808551236613e-296,"Benign neoplasm of ovary","Other female pelvic inflammatory diseases",NA
"D27","D25",4.23475008337983,1.13373686711852e-165,3.05972905697946e-160,"Benign neoplasm of ovary","Leiomyoma of uterus",NA
"D27","O82",4.10538391658868,2.05615612924172e-96,5.54915416159755e-91,"Benign neoplasm of ovary","Single delivery by caesarean section",NA
"D27","N60",4.21133180019737,1.25901112185019e-130,3.3978192156493e-125,"Benign neoplasm of ovary","Benign mammary dysplasia",NA
"D27","N70",4.97650392569179,2.26190845116421e-84,6.10443852800196e-79,"Benign neoplasm of ovary","Salpingitis and oophoritis",NA
"D27","O20",4.18007671260471,1.44177545514029e-79,3.89106359833261e-74,"Benign neoplasm of ovary","Haemorrhage in early pregnancy",NA
"D27","N97",4.65344644571406,4.01906380106247e-88,1.08466493863074e-82,"Benign neoplasm of ovary","Female infertility",NA
"D27","N83",6.43185863803001,2.36928080610271e-183,6.39421503951e-178,"Benign neoplasm of ovary","Noninflammatory disorders of ovary, fallopian tube and broad ligament",11
"D27","N80",6.23488961926768,4.30791250688919e-136,1.16261942735925e-130,"Benign neoplasm of ovary","Endometriosis",NA
"D27","N85",4.35967859681014,3.97024279410377e-56,1.07148912527273e-50,"Benign neoplasm of ovary","Other noninflammatory disorders of uterus, except cervix",NA
"D27","O34",4.50672451193059,2.2400712751727e-48,6.04550435743609e-43,"Benign neoplasm of ovary","Maternal care for known or suspected abnormality of pelvic organs",NA
"D27","E28",4.7491379460032,4.61320926101445e-55,1.24501291536258e-49,"Benign neoplasm of ovary","Ovarian dysfunction",NA
"D27","N75",4.21925494267067,5.9710417628666e-24,1.61146475096244e-18,"Benign neoplasm of ovary","Diseases of Bartholin’s gland",NA
"B17","K74",4.50655169021555,7.17104901281397e-61,1.93532270757824e-55,"Other acute viral hepatitis","Fibrosis and cirrhosis of liver",11
"B17","Z22",4.43498140789005,5.1444230014181e-30,1.38837687962272e-24,"Other acute viral hepatitis","Carrier of infectious disease",11
"G50","M80",4.05026301247618,2.84521443518897e-74,7.678664717688e-69,"Disorders of trigeminal nerve","Osteoporosis with pathological fracture",NA
"G50","G20",4.12230067012462,1.93317024418621e-26,5.21723985500973e-21,"Disorders of trigeminal nerve","Parkinson’s disease",NA
"I15","I11",5.06699100084617,0,0,"Secondary hypertension","Hypertensive heart disease",9
"I15","I63",4.39247144662159,2.41009542273776e-248,6.50436552688466e-243,"Secondary hypertension","Cerebral infarction",9
"I15","I25",4.39869418666643,1.207318586226e-203,3.25831140050674e-198,"Secondary hypertension","Chronic ischaemic heart disease",9
"I15","I50",4.75594844272773,4.12193482288804e-183,1.11242777000102e-177,"Secondary hypertension","Heart failure",9
"I15","E10",4.68275231559526,1.00889832581504e-103,2.72281480170962e-98,"Secondary hypertension","Type 1 diabetes mellitus",10
"I15","I70",4.45239309805678,1.54752841935265e-223,4.17646969814892e-218,"Secondary hypertension","Atherosclerosis",10
"I15","I69",5.21133487225952,1.45279899432452e-201,3.92081392588301e-196,"Secondary hypertension","Sequelae of cerebrovascular disease",NA
"I15","I48",4.16543433096937,2.56782226939915e-78,6.93003874065443e-73,"Secondary hypertension","Atrial fibrillation and flutter",NA
"I15","G63",4.36483928674077,1.72202562564404e-139,4.64740275848814e-134,"Secondary hypertension","Polyneuropathy in diseases classified elsewhere",NA
"I15","I13",7.51822924870535,8.62142535422268e-117,2.32675027459762e-111,"Secondary hypertension","Hypertensive heart and renal disease",NA
"I15","G81",5.04926121821808,5.69102086501791e-87,1.53589271105103e-81,"Secondary hypertension","Hemiplegia",NA
"I15","E13",5.34913724142024,8.78666902557403e-120,2.37134623662192e-114,"Secondary hypertension","Other specified diabetes mellitus",9
"I15","E83",4.23889117902987,8.91884372132659e-81,2.40701754351162e-75,"Secondary hypertension","Disorders of mineral metabolism",11
"I15","A41",4.94961677863027,5.28272357541917e-70,1.42570143853413e-64,"Secondary hypertension","Other sepsis",12
"I15","N18",7.82172779202335,7.83175276729235e-158,2.11363343683686e-152,"Secondary hypertension","Chronic kidney disease",8
"I15","J90",4.04644528796943,1.53782680472796e-55,4.15028698059983e-50,"Secondary hypertension","Pleural effusion, NEC",NA
"I15","I12",10.8485487832305,1.65906397190805e-184,4.47748184738544e-179,"Secondary hypertension","Hypertensive renal disease",11
"I15","I74",5.81107293082753,3.47064454378303e-108,9.36657549476164e-103,"Secondary hypertension","Arterial embolism and thrombosis",10
"I15","D63",7.27047207665562,4.53640797891683e-106,1.22428578535008e-100,"Secondary hypertension","Anaemia in chronic diseases classified elsewhere",12
"I15","N08",6.68776251319478,5.09652221113365e-102,1.37544941434075e-96,"Secondary hypertension","Glomerular disorders in diseases classified elsewhere",11
"I15","N03",4.632916200633,1.29821391140545e-37,3.50361970410104e-32,"Secondary hypertension","Chronic nephritic syndrome",NA
"I15","I24",4.61598464381192,1.89051433991323e-44,5.10212010055782e-39,"Secondary hypertension","Other acute ischaemic heart diseases",NA
"I15","E44",4.64345915040211,1.79708800238325e-52,4.84998110083191e-47,"Secondary hypertension","Protein-energy malnutrition of moderate and mild degree",NA
"I15","I95",4.09094777807908,4.80334868652845e-38,1.2963277435203e-32,"Secondary hypertension","Hypotension",NA
"I15","G20",4.53690926576883,1.91255901881819e-32,5.16161427998654e-27,"Secondary hypertension","Parkinson’s disease",NA
